iter	Logloss
769	0.3642814113
770	0.3642350723
771	0.3641460452
772	0.3640566745
773	0.3640069445
774	0.363950968
775	0.3638821943
776	0.3638405659
777	0.3637968624
778	0.3637317018
779	0.363628448
780	0.3635701274
781	0.3634850751
782	0.3634116765
783	0.3633704125
784	0.3633037458
785	0.3632472438
786	0.363181326
787	0.3630901184
788	0.3630004809
789	0.3629340109
790	0.362849673
791	0.3627447038
792	0.3627425868
793	0.3626807627
794	0.3625770663
795	0.362528293
796	0.3624272448
797	0.3623560732
798	0.3623081199
799	0.3622053464
800	0.3621472105
801	0.3620739391
802	0.3619906462
803	0.3619211225
804	0.3618225872
805	0.3617856978
806	0.3617262097
807	0.3616878774
808	0.3616249821
809	0.3615632561
810	0.3614996988
811	0.3614289118
812	0.3613260119
813	0.361256951
814	0.3611905303
815	0.3611157003
816	0.3610438727
817	0.3610032491
818	0.3609295308
819	0.3609274233
820	0.3608830157
821	0.360823578
822	0.360766522
823	0.3607014085
824	0.3606353627
825	0.3605694176
826	0.3604912689
827	0.3604252898
828	0.3604232567
829	0.3603821991
830	0.3602881899
831	0.3601902527
832	0.3601253345
833	0.3600702832
834	0.3600193236
835	0.3599541114
836	0.3598590479
837	0.3597839136
838	0.3597029793
839	0.3596305713
840	0.3596293687
841	0.3596270902
842	0.3596237919
843	0.3596225006
844	0.3595530644
845	0.3594861927
846	0.3593843663
847	0.3593102658
848	0.3592415457
849	0.3591630078
850	0.3591131009
851	0.3590263353
852	0.3590018819
853	0.3589153864
854	0.3588429937
855	0.3587933894
856	0.3587123128
857	0.3586220052
858	0.3585534305
859	0.358452559
860	0.3583730115
861	0.358284279
862	0.3582301146
863	0.3581565591
864	0.3580934344
865	0.3580334031
866	0.3579689681
867	0.3579006081
868	0.3578441677
869	0.3577617608
870	0.357705537
871	0.3576569616
872	0.3575888814
873	0.3575040853
874	0.3574205108
875	0.3573497476
876	0.3573129986
877	0.3572470812
878	0.3571670898
879	0.3570875244
880	0.3570471528
881	0.3569650739
882	0.3568954924
883	0.3567963337
884	0.3567606741
885	0.3566920336
886	0.3566323451
887	0.3565523809
888	0.3565501262
889	0.3564759913
890	0.3564053036
891	0.3563656772
892	0.3563069995
893	0.3562149657
894	0.3562135495
895	0.3561157091
896	0.356029637
897	0.3559589667
898	0.3559020692
899	0.355795511
900	0.3557015049
901	0.3556184061
902	0.3555439805
903	0.3554317858
904	0.3553930438
905	0.3553196214
906	0.3552470514
907	0.3551958492
908	0.3551311959
909	0.3550423396
910	0.3549899418
911	0.3549250402
912	0.3548701611
913	0.3547836004
914	0.3547199896
915	0.3546383744
916	0.3545916168
917	0.354533771
918	0.3545327778
919	0.3544943437
920	0.3543874562
921	0.3542980877
922	0.3542971236
923	0.3541804724
924	0.3540888187
925	0.3540141939
926	0.3539452516
927	0.3538902925
928	0.3538147882
929	0.3537510689
930	0.3536777503
931	0.3535943592
932	0.3535304975
933	0.3534496463
934	0.3533517363
935	0.353311905
936	0.3532692103
937	0.3531771955
938	0.3531054345
939	0.3530185428
940	0.3529222275
941	0.3528629882
942	0.35280978
943	0.3527336576
944	0.3526737362
945	0.3526197832
946	0.3525364521
947	0.3524423233
948	0.3523420739
949	0.3522867679
950	0.3522210066
951	0.3521754475
952	0.3521171389
953	0.3520459348
954	0.3519899859
955	0.3519186114
956	0.3518415571
957	0.3517839959
958	0.351703087
959	0.3516464987
960	0.3515844841
961	0.3515429212
962	0.3514849904
963	0.3514187527
964	0.3513353486
965	0.3512467884
966	0.3511970884
967	0.3511306175
968	0.3510394052
969	0.3509767023
970	0.3508974514
971	0.3508368368
972	0.3507917161
973	0.3506892201
974	0.3506443925
975	0.3505954795
976	0.3505310812
977	0.3504765461
978	0.3504030709
979	0.3503050632
980	0.3502486216
981	0.3501812187
982	0.3501403535
983	0.3500818589
984	0.3500172252
985	0.3499165838
986	0.3498496385
987	0.3497808938
988	0.3497234124
989	0.3496357175
990	0.349579501
991	0.3495222125
992	0.3494786155
993	0.3494031362
994	0.3493244502
995	0.3492792585
996	0.3492197315
997	0.3491764924
998	0.3491057944
999	0.3490418479
